Size,Merge,MergeInsertion
99000,10481,4785
99100,10462,4743
99200,10499,4802
99300,10487,4793
99400,10529,4801
99500,10556,4836
99600,10544,4829
99700,10542,4820
99800,10583,4856
99900,10544,4837
100000,10571,4827
